Lokalisering	Avtalenavn	Elements 	Tilstandsgrad	Startdato	Sluttdato	Utleier	Utleier kategori	Hjemmelshaver	Status	Poststed	Adresselinje 1	Lok: Distrikt	Lok: Område	Type lokasjon	Areal	Antall godkjente plasser	Målgruppe	Antall ansatte per kontor/familievernkontor	Adresse og Postnummer 	kommunenavn	Fylke	Matrikkel Gnr	Matrikkel Bnr	Matrikkel Knr	org nr utleier	Areal inkl fellesareal i leiekontrakt (kvm)	Eksklusivt areal i leiekontrakt (kvm) 	Tillegsareal iht addendum (kvm)	Reduksjon iht addendum (kvm)	tomteareal	leieregulering	forlengelse &vilkår	p-plasser	Kontraktsleie ved oppstart (per år)	kontraktsleie ønkning /reduksjon 	Oppstartsdato (KPI-grunnlag) - Gyldig kontrakt 	Kontaktsleie ved oppstart (gyldig kontrakt)	KPI-justert kontraktsleie til okt 2025	Indre vedlikehold	KPI-justert indre vedlikehold	Felleskostnader per år (ved kontraktsinngåelse) 	Brukeravhengige driftskostander - Første driftsår	Indre vedlikehold pr/kvm	Kostnander: kommunale gebyrer og renovasjon	Kost kortleser	Parkeringsleie kr per år	Merverdikompensasjon per år 	Vaktmestertjenester kr per år	Energi til leieobjektet kr per år	Oppvarming pr år	Renhold pr år	Kontantinnskudd kr	Betaling administrativt arbeid Statsbygg	kommentar 						
3560 - Eikelund ungdomssenter	F3 ungdom - Sandbrekkevegen 27 - bygg F			14.08.2024	31.12.2027	Statsbygg	1		Aktiv	PARADIS	Sandbrekkevegen 27	03 - Vest	05 - Vestland	Formålsbygg	350	3	Behandling høy		Sandbrekkevegen 27, 5231 Paradis	Bergen		9	3	4601	971278374	3646				46335	100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp		3423166		14.08.2024	3423166	3553840	221152	229594		907317																		
4820 - Bufetathus Telemark	Bufetathus Telemark	2024/50743-1		01.03.2009	28.02.2027	Sameiet Scweigaardsgt. 11 v/kontorbygg AS	2		Aktiv	SKIEN	Schweigaardsgt 11	04 - Sør	08 - Vestfold og Telemark	Kontor	1281				Schweigaardsgt 11, 3717 Skien	Skien		300	4734	4003	830463992	1281	1114				100% av KPI på leie	JA, må vasle utleier om forlengelse min 6 mnd før utløp		1894480	økning 252000	01.03.2009	1894480	2922851																						
3522 - Sogn og Fjordane ungdomssenter Meltunet - før brann	F3 ungdom - Sjukehusvegen 5	2023/72753-9		01.01.2024	31.12.2027	Statsbygg	1		Aktiv	NORDFJORDEID	Sjukehusvegen  5	03 - Vest	05 - Vestland	Formålsbygg	1213	4	Omsorg		Sjukehusvegen 5, 6770 Nordfordeid	Stad		43	92	4649	971278374	1083			 - 441 kvm fra 01.01.2023	12751	80% av KPI på leie - 100% av KPI på indre vedlikehold 	JA, må vasle utleier om forlengelse min 6 mnd før utløp		624950  + 314000,- fra mars 2007 - 433821,- fra 01.01.2023		01.01.2024	460 877	485004	44747	47089		92250 - 132299 fra 1/1-2023 (til 140551)	60 (40 for nybygg fra 2007)																	
3522 - Sogn og Fjordane ungdomssenter Meltunet - før brann	F3 ungdom - Sjukehusvegen 5 - tillegg (brann)	2023/72753-10		01.01.2024	31.12.2027	Statsbygg	1		Aktiv	NORDFJORDEID	Sjukehusvegen  5	03 - Vest	05 - Vestland	Kontor	brann				Sjukehusvegen 5, 6770 Nordfordeid	Stad				4649		se hovedkontrakt					se hovedkontrakt m/vedlegg			se hovedkontrakt		01.01.2024	se hovedkontrakt	inkludert i hovedkontrakt (brann)																						
3522 - Sogn og Fjordane ungdomssenter Meltunet - før brann	F3 ungdom - Sjukehusvegen 5 - tillegg (kontor)	2005/4742-13		15.11.2006	31.12.2027	Statsbygg	1		Aktiv	NORDFJORDEID	Sjukehusvegen  5	03 - Vest	05 - Vestland	Kontor	se hovedkontrakt				Sjukehusvegen 5, 6770 Nordfordeid	Stad				4649		se hovedkontrakt					se hovedkontrakt m/vedlegg			se hovedkontrakt		15.11.2006	se hovedkontrakt	inkludert i hovedkontrakt (tillegg kontor)																						
3536 - Bergen akutt Toppe	F1 akutt - Skinflorbakkane 12	2016/51823-51		01.06.2020	31.05.2040	Statsbygg	1		Aktiv	MJØLKERÅEN	Skinflorbakkane 12	03 - Vest	05 - Vestland	Formålsbygg	988	5	Akutt		Skinflorbakkane 12, 5136 Mjølkeråen	Bergen 		183	310	4601	971278374	988					100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp		2703000		01.06.2020	2703000	3359373	49415	61414		220000	50																	
3537 - Skjoldvegen Skjold	F3 barn - Skjoldvegen 51	2023/72739-7		01.01.2024	31.12.2033	Statsbygg	1		Aktiv	NESTTUN	Skjoldvegen 51	03 - Vest	05 - Vestland	Formålsbygg	839	6	Omsorg		Skjoldvegen 51, 5221 Nesttun	Bergen		40	32, 49, 69 og 113	4601	971278374	839				6911	100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp		1047000		01.01.2024	1047000	1 101 812	67120	70633		178500	80																	
5118 - Skolegata 53, 1724 Sarpsborg	Østfold ungdoms- og familiesenter, avdeling Fossen	2023/80138		01.07.2023	01.07.2099	Aram Khidriyan	2		Aktiv	SARPSBORG	Skolegata 53	05 - Øst	11 - Oslo og Viken	Formålsbygg	299	0			Skolegata 53, 1724 Sarpsborg	Sarpsborg		ikke oppgitt	ikke oppgitt	3105	privat 	ikke oppgitt					100% av KPI på leie	Leieforholdet løpet på ubestemt tid 	Parkeringsplass/garasje. * Vilkår rundt bindetid avhenging av godkjennelse på ombygging av garasje til kontor. 	492000		01.07.2023	492000	526546						Ut over normal husholdning dekkes av leietaker 																
1117 - Bodø ungdomssentersenter	Bodø ungdomssenter	2023/77434-18		02.09.2025	31.03.2055	Statsbygg	1		Aktiv	BODØ	Skoleveien 9	01 - Nord	01 - Nordland	Formålsbygg	1472	6	Omsorg		Skoleveien 9, 8009 Bodø	Bodø		31	137	1804	971278374	1472				3800	100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp	15 plasser	8051000		02.09.2025	8051000	8051000	167000	167000		487000	114																	
5123 - Snorres vei 2, 2260 Kirkenær	Kirkenær barnevern og omsorgssenter - Frigg og Frydenlund	2023/80023		06.01.2005	31.12.2026	Statsbygg	1		Aktiv	KIRKENÆR	Snorres veg 2	05 - Øst	10 - Innlandet	Formålsbygg	829	2	Omsorg		Snorres veg 2, 2260 Kirkenær	Grue		15	1 (fnr14)	3417	971278374	829				5000	80% av KPI på leie - 100% av KPI på indre vedlikehold 	JA, må vasle utleier om forlengelse min 6 mnd før utløp		360000		06.01.2005	360000	562100	49000	83390		105000	60																	
1210 - Solbakken barne- og familiesenter	Solbakken barne- og familiesenter	2023/74422-7		01.08.2007	31.12.2026	Statsbygg	1		Aktiv	TROMSØ	Solbakken 12	01 - Nord	02 - Troms og Finnmark	Formålsbygg	1398	0	BFS		Solbakken 12, 9006 Tromsø	Tromsø				5501	971278374	1398					80% av KPI på leie - 100% av KPI på indre vedlikehold 	JA, må vasle utleier om forlengelse min 6 mnd før utløp		2720000 og 31000 fra 01.07.2013 (tilleggskontrakt)		01.08.2007	2720000 og 31000 fra 01.07.2013 (tilleggskontrakt)	4090548	83880	136711		130000	60																	
4823 - Solerødveien 50	Solerødveien 50	2023/83666-1		01.03.2024	01.03.2034	Solerødveien AS	2		Aktiv	SKOPPUM	Solerødveien 50	04 - Sør	08 - Vestfold og Telemark	Formålsbygg	330	0			Solerødveien 50, 3185 Skoppum	Horten 		5	17 og 20	3801	915125789	280					100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp	Arealmarkering på kart + garasje bygges med plass til 4	600000		01.03.2024	600000	622904										30000												
5951 - Solfallsveien 27, 1435 Ås	Behandlingssenter Akershus_Østfold, avdeling Ås	2023/80113		11.01.2005	31.10.2035	Statsbygg	1		Aktiv	ÅS	Solfallsveien 27	05 - Øst	11 - Oslo og Viken	Formålsbygg	2242	4	Behandling høy		Solfallsveien 27, 1435 Ås	Ås		55	17	3218	971278374	2242				14324	80% av KPI på leie - 100% av KPI på indre vedlikehold 	JA, må vasle utleier om forlengelse min 6 mnd før utløp		4485000		11.01.2005	4485000	7003200	135000	229748		214800	60											* hente ut forlengelse av kontrakt 						
3534 - Bufetathus Bergen Skipsbyggerhallen	Bufetat - Solheimsgaten 11	2021/57953-1		28.12.2020	28.12.2030	Skipsbyggerhallen AS	2		Aktiv	BERGEN	Solheimsgaten 11	03 - Vest	05 - Vestland	Kontor	3549				Solheimsgaten 11, 5058 Bergen	Bergen		158	841	4601	991710191	3424	2639				100% av KPI på leie	JA, må vasle utleier om forlengelse min 18 mnd før utløp	ikke inkl i hovedavtale	7567050		28.12.2020	7567050	9354276			1677800*						719040							* Felleskost ikke beløpsfestet i hovedkontrakt - Bilag 4A gir 993000 i seviceavtale  + 684800 (energi)						
3535 - Bufetathus Bergen Motorhallen	F4 adferd - Solheimsgaten 13 (TFCO)	2021/57954-1		01.02.2022	31.12.2030	Motorhallen AS	2		Aktiv	BERGEN	Solheimsgaten 13	03 - Vest	05 - Vestland	Kontor	1194				Solheimsgaten 13, 5058 Bergen 	Bergen		158	840	4601	891710062	353	270					JA, må vasle utleier om forlengelse min 18 mnd før utløp	Ikke inkl i hovedavtale	793463		01.02.2022	793463	896199			165310*						74130							* Felleskost ikke beløpsfestet i hovedkontrakt - Bilag 4A gir 95310 i seviceavtale  + 70000 i energi						
3535 - Bufetathus Bergen Motorhallen	F2 familie - Solheimsgaten 13	2021/57954-1		30.04.2021	31.12.2030	Motorhallen AS	2		Aktiv	BERGEN	Solheimsgaten 13	03 - Vest	05 - Vestland	Familievernkontor	1119				Solheimsgaten 13, 5058 Bergen 	Bergen		158	840	4601	891710062	766	590							1676700		30.04.2021	1676700	2003086			356820*													* Felleskost ikke beløpsfestet i hovedkontrakt - Bilag 4A gir 206820 i seviceavtale  + 150000 i energi						
4709 - Skomrak	Skomrak	2024/50746-1		01.10.2015	31.12.2033	Statsbygg	1		Aktiv	LYNGDAL	Solheiveien 25	04 - Sør	07 - Agder	Formålsbygg	332	4	Behandling lav		Solheiveien 25, 4580 Lyngdal	Lyngdal		41	74	4225	971278374	331				1310	100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp	ikke aktuelt	307000		01.01.2024	307000	323072	26536	27925		158060	80											* Mangler vedlegg A (Kart og tegninger)						
3523 - Sogn og Fjordane ungdomssenter Meltunet - midlertidig	F3 ungdom - Sophus Lie-vegen 5 - erstatningsbygg - løpende avtale	2023/65588-10		01.04.2023		Opplysningsvesenets fond	2		Aktiv	NORDFJORDEID	Sophus Lie-vegen 5	03 - Vest	05 - Vestland	Formålsbygg	se hovedavtale 	0 - se hovedavtale 			Sophus Lie-vegen 5, 6770 Nordfjordeid	Stad		43	1	4649	974760212						100% av KPI på leie			120000		01.04.2023	120000	128425																 (husleie basert på erstatningsbygg)						
3525 - Sogn og Fjordane ungdomssenter Meltunet - nytt bygg	F3 ungdom - Sophus Lie-vegen 9 - nytt bygg			 	31.08.2056	Statsbygg	1		Aktiv	NORDFJORDEID	Sophus Lie-vegen 9	03 - Vest	05 - Vestland	Formålsbygg	0	0			Sophus Lie-vegen 9, 6770 Nordfjordeid	Stad		43	127	4649	971278374	1477					100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp		3519000		 høst 2026	3519000	3519000	161000	161000		279000																		
5933 - Stasjonsveien 16B, 1746 Skjeberg	Behandlingssenter Akershus_Østfold, avdeling Østlund	2023/80104		01.01.2018	31.12.2099	Oppegaard, Marie	2		Aktiv	SKJEBERG	Stasjonsveien 16B	05 - Øst	11 - Oslo og Viken	Formålsbygg	360	3	Behandling lav		Stasjonsveien 16B, 1746 Skjeberg	Sarpsborg		1022	159	3105	privat 	360					100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp	Parkeringsplass for ca 6 biler og en garasje	384000		01.01.2018	384000	419335																* Leie enten 29000/32000 - avhengig av å bruke loft som boareal. 						
5949 - Stenliveien 7, 1784 Halden	Østfold  ungdoms- og familiesenter - Hybel	2023/80136		01.06.2022	01.01.2099	Ingerø, Hanne	2		Aktiv	HALDEN	Stenliveien 7	05 - Øst	11 - Oslo og Viken	Formålsbygg	30	0			Stenliveien 7, 1784 Halden	Halden 		98	875	3101	privat 	30					100% av KPI på leie			72000		01.06.2022	72000	81322																* Utydelig kontrakt						
3533 - Bufetathus Førde	Bufetat - Storehagen 1b	2006/31334-42		01.08.2010	01.08.2030	Futurum AS	2		Aktiv	FØRDE	Storehagen 1b	03 - Vest	05 - Vestland	Kontor	976				Storehagen 1B, 6800 Førde	Sunnfjord		21	133	4647	985845328	976	628					JA, må vasle utleier om forlengelse min 24 mnd før utløp		1354688		01.08.2010	1354688	2040121																* felleskostader skal betales, men er ikke presisert nærmere i kontrakt. 						
5159 - Storgata 10- Gjøvik	Familievernkontoret Innlandet Vest - Gjøvik	2023/80026		01.09.2023	31.08.2033	Storgata 10 AS	2		Aktiv	GJØVIK	Storgata 10	05 - Øst	10 - Innlandet	Familievernkontor	665				Storgata 10, Gjøvik	Gjøvik 		67	1041	3407	989341219	664	554				100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp	inkluderer ikke parkeringsplassene	465360		01.09.2023	465360	498035			206088						Betales, men ikke beløpsfestet i kontrakt.													
2403 - Familievernkontoret i Molde	Familievernkontoret i Molde	2016/54551		06.01.2017	31.05.2027	Thon Hotellbygg AS	2		Aktiv	MOLDE	Storgata 12 - 14	02 - Midt-Norge	04 - Møre og Romsdal	Familievernkontor	629				Storgata 12-14, 6413 Molde	Molde		24	821	1506	830898042	629	526				100% av KPI på leie		inkl 3 p-plasser	817956 (Ny leiesum fra 01.12.2021 er 538000)		01.01.2021	538000	642726			163596													 - KPI fra 2021 (husleie)						
2403 - Familievernkontoret i Molde	Fosterhjemstjenesten Molde	2016/56087		12.01.2016	30.11.2026	Thon Hotellbygg AS	2		Aktiv	MOLDE	Storgata 12 - 14	02 - Midt-Norge	04 - Møre og Romsdal	Kontor	629				Storgata 12-14, 6413 Molde	Molde		24	821	1506	830898042	377	315				100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp	inkl 2 p-plasser	716304		12.01.2016	716304	958990			98016																			
1112 - Bodø Familievernkontor	FVK Bodø	2021/56234		02.01.2023	31.03.2030	Storgata 27/29 Sentrum AS	2		Aktiv	BODØ	Storgata 27/29 	01 - Nord	01 - Nordland	Familievernkontor	569				Storgata 27/29, 8006 Bodø	Bodø		138	2200	1804	922997551	568	476				100% av KPI på leie	JA, må vasle utleier om forlengelse min 6 mnd før utløp	ingen parkeringspaseer	889702		02.01.2023	889702	952173			32688						162022													
1115 - Storgata 31, 8370 Leknes	Storgata 31, 8370 Leknes			22.03.2022	22.03.2028	Lofoteiendom AS	2		Aktiv	LEKNES	Storgata 31	01 - Nord	01 - Nordland	Familievernkontor	13				Storgata 31, 8370 Leiknes	Vestvågøy		18	200	1860	899271882	13					100% av KPI på leie	Fortsetter å løpe om ikke oppsigelse er innsendt	1 p-plass per leietaker	55200		22.03.2022	55200	62347																* Om oppsigelse ikke er sendt av leietaker eller utleier fortsetter leieforhold å løpe etter 21.03.2025 m/6 mnd gjensidig oppsigelsestid.						
5928 - Storgata 56-58, 2609 Lillehammer	Fosterhjemstjenesten Innlandet, kontorlokaler 	2023/80102		01.01.2021	31.12.2030	Tema Næringsbygg	2		Aktiv	LILLEHAMMER	Storgata 56-58	05 - Øst	10 - Innlandet	Kontor	299				Storgata 56 58, 2609 Lillehammer	Lillehammer 		200	1538 og 45	3405	991634908	299	225					JA, må vasle utleier om forlengelse min 12 mnd før utløp	3 plasser - faktureres i tillegg til leiesum ref. bilag 9	396773		01.01.2021	396773	474008			96740					21600	47000													
1209 - ESF, FHT, RK, beredskapshjem, Tromsø	ESF, FHT, RK, beredkapshjem Tromsø	2020/50599-1		01.01.2019	01.01.2029	Triko Storgata 70 Tromsø AS	2		Aktiv	TROMSØ	Storgata 70	01 - Nord	02 - Troms og Finnmark	Kontor	907				Storgata 70, 9008 Tromsø	Tomsø		200	1524	5501	920813119	780	700	 + 127 kvm fra 01.01.2020			100% av KPI på leie	JA, må vasle utleier om forlengelse min 8 mnd før utløp	6 plasser på nærmere vilkår iht tilbudsbrev *	1404000	  + 57150,- fra 01.01.2020	01.01.2019	1404000	1757534			44290					108000	33017							* Administrasjonspasiag på 5% på alle kostnader ramset opp i bilag relatert til felleskostander. 						
5916 - Storgata 11, 3510 Hønefoss	Ringerike omsorgssenter, avdeling administrasjon, kontorlokaler	2023/80011		02.01.2019	31.12.2029	Offentlig bygg Hønefoss AS - Offentligbygg Hønefoss AS	2		Aktiv	HØNEFOSS	Storgaten 11	05 - Øst	11 - Oslo og Viken	Kontor	251				Storgaten 11, 3510 Hønefoss	Ringerike		318	71	3305	988843954	251	240					JA, må vasle utleier om forlengelse min 12 mnd før utløp	ikke inkl i hovedavtale - foreligger tilbud om 1 plass til 561 pr. mnd. Pr. plass. 	245980		02.01.2019	245980	307919			70300																			
4901 - Sundstedtråkka	Sundstedtråkka ungdomssenter akutt	2024/50576		01.04.2018	30.05.2028	Sundet ANS	2		Aktiv	HOKKSUND	Storgaten 62-64	04 - Sør	09 - Viken - Sørvest	Formålsbygg	1300	5	Akutt		Storgaten 62-64, 3303 Hokksund	Øvre Eiker		102	16 og 51	3311	982785502	1300					100% av KPI på leie		Leieobjektet inkluderer alle parkeringsplasser på Eiendommen som benyttes av Bufetat i dag. 	1260000 + 138000 fra 31.05.2022 til 31.05.2028.		01.04.2018	1398000	1768063																* Henvises til tidligerer kontrakt fa jan 2003 som ikke ligger i mappestrkturen. * Henvises til mail vedr tilleggsleie som ikke er vedlagt. 						
5908 - Storveien 121, 1621 Gressvik	Borg barne- og familiesenter, avdeling Moringen	2023/80037		01.01.2024	31.12.2028	Statsbygg	1		Aktiv	GRESSVIK	Storveien 121	05 - Øst	11 - Oslo og Viken	Formålsbygg	569	0	SFB		Storveien 121, 1621 Gressvik	Fredrikstad				3107	971278374									Kun tilleggskontrakt 		01.01.2024		LT innhenter kontrakt***																* Tllegskontrakt er lagt inn 2 ganger i stedet for hovedkontrakt og tilleggskontrakt 						
5954 - Storveien 1404/1408, 1950 Rømskog	Lierfoss ungdoms- og familiesenter, avdeling Skogtun (Bunes)	2023/84809		01.11.2023	30.10.2028	X-TEAM AS	2		Aktiv	RØMSKOG	Storveien 1404	05 - Øst	11 - Oslo og Viken	Formålsbygg	1303	5	Omsorg		Storveien 1404, 1950 Rømskog	Aurskog-Høland		266	6	3226	990884196	1303					80% av KPI på leie 	JA, må vasle utleier om forlengelse min 6 mnd før utløp	Leieobjekt består av parkeringsplass/garasje	1320000		01.11.2023	1320000	1412500			Skal betales ikke presisert beløp																			
5128 - Strandsagvegen 2 D, 2383 Brumunddal	Faggrupper i Hedmark, kontorlokaler	2023/80121		01.08.2022	31.07.2032	Golhus AS	2		Aktiv	BRUMUNDDAL	Strandsagvegen 2 D	05 - Øst	10 - Innlandet	Kontor	969				Strandsagvegen 2D, 2383 Brumunddal	Ringsaker 		1	313	3411	987017546	969	860				90% av KPI på leie 	JA, må vasle utleier om forlengelse min 12 mnd før utløp	Bygget disponerer i dag ca 55p-plasser, hvorav 35 p.t er reservert Bufetat. Opsjon på ytterligere 6-8 plasser for 1500-2000 pr. plass pr. år	1454000		01.08.2022	1454000	1626000			128876													* utleier reduserer leien med et beløp på nok 187500 pr år fom 01.08.2032 ved forlengelse. 						
1205 - Alta Ungdomssenter	Alta Ungdomssenter	2007/16716-9		01.01.2008	31.12.2027	Statsbygg	1		Aktiv	ALTA	Strandvn 6	01 - Nord	02 - Troms og Finnmark	Formålsbygg	1478	8	Akutt og omsorg		Strandveien 6, 9511 Alta	Alta		27	1185	5403	971278374	1478					80% av KPI på leie - 100% av KPI på indre vedlikehold 	JA, må vasle utleier om forlengelse min 6 mnd før utløp		2625430		01.01.2008	2625430	3896800	88700	142392		130000	60																	
5935 - Sundløkkaveien 73, 1659 Torp	Faggrupper i Sarpsborg, kontorlokaler 	2023/80105		01.01.2013	31.12.2027	Skolt Eiendom AS	2		Aktiv	TORP	Sundløkkaveien 73	05 - Øst	11 - Oslo og Viken	Kontor	2177				Sundløkkaveien 73, 1659 Torp	Fredrikstad 		641	52	3107	989071408	2177	2074				100% av KPI på leie	JA, må vasle utleier om forlengelse min 12 mnd før utløp	Leieobjektet inkluderer 20 parkeringsplasser for personbil til ansatte innenfor parkeringsområdet tilhørende eiendommen…	3983910		01.01.2013	3983910	5761921			195932																			
3508 - Foreldre og barn Førde - Blåklokka	F2 foreldre/barn - Svanehaugvegen 3	2023/72735-4		01.01.2025	31.12.2027	Statsbygg	1		Aktiv	FØRDE	Svanehaugvegen 3	03 - Vest	05 - Vestland	Formålsbygg	456	0	BFS		Svanehaugveien 3, 6812 Førde	Sunnfjord		43	288	4647	971278374	456					80% av KPI på leie - 100% av KPI på indre vedlikehold 	JA, må vasle utleier om forlengelse min 6 mnd før utløp		912000		01.01.2025	912000	912000	27360	27360		45600	60																	
1211 - FHT, FVK, beredskapshjem, FIT Hammerfest	FVK, FHT, beredskapshjem, FIT Hammerfest	2018/51848		01.07.2019	30.06.2029	Isbjørn Eiendom AS	2		Aktiv	HAMMERFEST	Sørøygt 10	01 - Nord	02 - Troms og Finnmark	Familievernkontor	958				Sørøygata 10, 9600 Hammerfest	Hammerfest		25	238	5601	983767354	958					80% av KPI på leie	JA, må vasle utleier om forlengelse min 6 mnd før utløp	inkl 6 p-plasser	1700000		01.07.2019	1700000	2010746			97000																			
3507 - KASA Tertnes	F3 ungdom - Tertneshøyden 33b			01.09.2008	31.08.2028	Statsbygg	1		Aktiv	TERTNES	Tertneshøyden 33b	03 - Vest	05 - Vestland	Formålsbygg	357	3	Omsorg		Tertneshøyden 33b, 5113 Tertnes	Bergen 		186	187	4601	971278374	357					80% av KPI på leie - 100% av KPI på indre vedlikehold 	JA, må vasle utleier om forlengelse min 6 mnd før utløp	Garasje	292000		01.09.2008	292000	433400	21420	34386		30000	60																	
4802 - Thorøya Vaktmesterbolig	Thorøya Vaktmesterbolig	2024/50577		01.06.2025	31.05.2030	AS Thor Dahl	2		Aktiv	SANDEFJORD	Thorøyaveien 1 	04 - Sør	08 - Vestfold og Telemark	Formålsbygg	262	0			Thorøyaveien 5, 3209 Sandefjord	Sandefjord		130	3	3804	922850097	262					100% av KPI på leie	JA, må vasle utleier om forlengelse min 6 mnd før utløp	2 p-plasser inkl	360000	økning 82000	01.06.2025	360000	442000																						
4803 - Thorøya	Thorøya	2004/8645-7		20.04.2005	31.12.2025	AS Thor Dahl	2		Aktiv	SANDEFJORD	Thorøyaveien 5	04 - Sør	08 - Vestfold og Telemark	Formålsbygg	1357	6	Omsorg		Thorøyaveien 5, 3209 Sandefjord	Sandefjord		130	245	3804	922850097	1097					100% av KPI på leie	JA, må vasle utleier om forlengelse min 6 mnd før utløp	20 p-plasser	2410000 fra 01.01.2021		01.01.2021	2410000	2879130																						
5117 - Tokerudkollen 31/33, 1336 Sandvika	Jong Ungdomssenter, avdeling Kollen	2023/80038		01.06.2024	31.05.2034	Bærum Kommune	2		Aktiv	SANDVIKA	Tokerudkollen 31-33	05 - Øst	11 - Oslo og Viken	Formålsbygg	1305	5	Rus		Tokerudkollen 31-33, 3316 Sandvika	Bærum		47	4	3201	971198559	1167					100% av KPI på leie	JA, må vasle utleier om forlengelse min 6 mnd før utløp	Leieobjektet inkluderer de parkeringsplasser som tilhører eiendommen 	1434261		01.06.2024	1434261	1489011			291750																			
4716 - Bufetathus Kristiansand	Bufetathus Kristiansand	2017/57102-8		15.02.2019	15.02.2029	Kvartal 71 AS/Entra Eiendom AS	2		Aktiv	KRISTIANSAND S	Tordenskjoldsgt. 65	04 - Sør	07 - Agder	Kontor	1740				Tordenskioldsgate 65, 4614 Kristiansand	Kristiansand		150	1442	4204	813013002	1740	1271				100% av KPI på leie	JA, må vasle utleier om forlengelse min 18 mnd før utløp	ikke inkl	2749880 + 399280 + 23400		15.02.2019	3172560	3971426			811300* 117800 + 8550																			
3531 - Familievern Stord	F2 familie - Torget 10	2013/72108-10		01.05.2014	30.04.2026	Torget 10 AS	2		Aktiv	STORD	Torget 10	03 - Vest	05 - Vestland	Familievernkontor	231				Torget 10, 5417 Stord	Stord		27	16	4614	990282269	231		 + 259 kvm fra 01.07.2016	 - 259 fra 01.05.2019					208436 + 26288 fra 1.7.2016 - økningen i 2016 (ny leie fra 1/5-2019 er 232824,- )		01.05.2019	232824	291450																* Felleskost betales i tillegg til leie, felleskost ikke presisert. 						
5910 - Torget 6, 2000 Lillestrøm	Familievernkontoret Lillestrøm	2023/80002		02.03.2020	28.02.2030	Lillestrm Torv AS	2		Aktiv	LILLESTRØM	Torget 6	05 - Øst	11 - Oslo og Viken	Familievernkontor	1308				Torvet 6, 2000 Lillestrøm	Lillestrøm		81	40	3205	976006267	1308	1119				80% av KPI på leie 	JA, må vasle utleier om forlengelse min 12 mnd før utløp	Rett til å leie 2 parkeringsplasser	2414568		02.03.2020	2414568	2852800			77172						602988							* mulig utløp 28.02.2030 - avhengig av oppstart.						
3601 - Foreldre og barn Stavanger	F2 foreldre/barn - Torleiv Kvalviks gate 9	2023/72737-2		01.01.2025	31.12.2027	Statsbygg	1		Aktiv	STAVANGER	Torleiv Kvalviks gate 9	03 - Vest	06 - Rogaland	Formålsbygg	635	0	BFS		Torleiv Kvalviks gate 9 og Sandalssvingen 14B, 4022 Stavanger	Stavanger 		38	3256 og 2638 	1103	971278374	635					80% av KPI på leie - 100% av KPI på indre vedlikehold 	JA, må vasle utleier om forlengelse min 6 mnd før utløp		504000		01.01.2025	504000	504000	38100	38100		78350	60																	
1105 - FHT, kontorsted Sandnessjøen	FHT, kontorsted Sandnessjøen	2013/70444-8 og 2019/54587		15.12.2015	31.12.2025	Femur Eiendom AS	2		Aktiv	SANDNESSJØEN	Torolv Kveldulvsonsgt 39	01 - Nord	01 - Nordland	Kontor	335				Torolv Kveldulvsonsgt 39, 8800 Sandnessjøen	Alstahaug		37	199	1820	989301179	335	300				100% av KPI på leie	Ikke oppgitt	2 plasser 	402000		15.12.2015	402000	557574			96000					10800														
1116 - FHT, kontorsted Sandnessjøen	FHT, kontorsted Sandnessjøen (Aktiv fra 01.01.2026)	2013/70444-8 og 2019/54587		01.01.2026	30.11.2033	Femur Eiendom AS	2		Aktiv	SANDNESSJØEN	Torolv Kveldulvsonsgt 39	01 - Nord	01 - Nordland	Kontor	0				Torolv Kveldulvsonsgt 39, 8800 Sandnessjøen	Alstahaug				1820		se hovedkontrakt 					se hovedkontrakt 			se hovedkontrakt 		01.01.2026	Ny kontrakt fra 01.01.2026	Ny kontrakt fra 01.01.2026																						
5902 - Trondheimsveien 205,2050 Jessheim	Akershus ungdoms- og familiesenter, avdeling Tjernlia 	2023/80031		01.01.2024	31.12.2033	Statsbygg	1		Aktiv	JESSHEIM	Trondheimsvegen - Jessheim 205	05 - Øst	11 - Oslo og Viken	Formålsbygg	875	5	Akutt omsorg		Trondheimsvegen 205, 2050 Jessheim	Ullensaker		136	140	3209	971278374	713				16296	80% av KPI på leie - 100% av KPI på indre vedlikehold 	JA, må vasle utleier om forlengelse min 6 mnd før utløp		618732		01.01.2024	618732	642678	42780	45019		109188	60																	
